,level_0,Unnamed: 0,index,time_stamp,user_id,grade,pre_score,adjusted_improvement,anxiety,complete,user_message,chatbot_message,hint_id,action,positive_feedback,stage,pos,neg,help,failed_attempts,reward,model_name,index,p_hint,p_nothing,p_encourage,p_question,model_round
166,129,237,276,2020-11-12 02:38:32.486808+00:00,215,0.0,-0.25,4,-0.16666666666666666,True,what is length?,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,-0.3333333333333333,-1.0,-1.0,1.0,-1.0,0.0,model-11-11-2020-19:46:19-PST-4.meta,166,0.23,0.286,0.47,0.014,4
167,130,238,273,2020-11-12 02:39:27.474518+00:00,215,0.0,-0.25,4,-0.16666666666666666,True,help!,Hm... let's keep thinking!,88,question,,-0.3333333333333333,1.0,-1.0,1.0,-0.8,0.0,model-11-11-2020-19:46:19-PST-4.meta,167,0.121,0.337,0.425,0.117,4
168,131,239,274,2020-11-12 02:41:41.047791+00:00,215,0.0,-0.25,4,-0.16666666666666666,True,do I times it?,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,73,encourage,,0.0,-1.0,-1.0,1.0,-0.9,0.0,model-11-11-2020-19:46:19-PST-4.meta,168,0.353,0.256,0.375,0.016,4
169,132,240,277,2020-11-12 02:43:47.378940+00:00,215,0.0,-0.25,4,-0.16666666666666666,True,ok,Hm... let's keep thinking!,88,question,,0.6666666666666666,1.0,-1.0,-0.10634730232532263,-1.0,4.0,model-11-11-2020-19:46:19-PST-4.meta,169,0.474,0.04,0.075,0.411,4
170,115,223,278,2020-11-12 03:38:40.706467+00:00,211,0.0,1.0,0,-0.8888888888888888,True,mmh,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-1.0,-1.0,-0.4017255485506052,-1.0,0.09699999999999999,model-11-11-2020-19:46:19-PST-4.meta,170,0.472,0.161,0.335,0.032,4
171,133,241,280,2020-11-12 18:07:54.529801+00:00,219,1.0,0.0,4,-0.7777777777777778,True,Thanks Princess Peacock,You’re super close! Let’s think about this a little more and try again.,75,encourage,True,0.0,0.18400000000000016,-1.0,-0.1528205347590037,-1.0,0.1,model-11-12-2020-17:20:54-PST-5.meta,171,0.827,0.054,0.054,0.065,5
172,134,242,281,2020-11-12 18:09:29.938151+00:00,219,1.0,0.0,4,-0.7777777777777778,True,I need your help Princess peacock,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-0.19400000000000006,-1.0,1.0,-0.8,0.01,model-11-12-2020-17:20:54-PST-5.meta,172,0.665,0.148,0.162,0.025,5
173,135,243,279,2020-11-12 18:10:34.681161+00:00,219,1.0,0.0,4,-0.7777777777777778,True,thanks!,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,1.0,-1.0,-0.1528205347590037,-1.0,4.0840000000000005,model-11-12-2020-17:20:54-PST-5.meta,173,0.659,0.05,0.046,0.245,5
174,176,284,282,2020-11-12 23:50:21.927320+00:00,234,1.0,0.25,3,-0.7777777777777778,True,how wide were the chokolates,"Hey, let’s think this through together. I know we can do it!",78,encourage,True,-1.0,-1.0,-1.0,1.0,-1.0,0.1,model-11-12-2020-17:20:54-PST-5.meta,174,0.332,0.24,0.416,0.012,5
175,177,285,283,2020-11-12 23:51:50.954185+00:00,234,1.0,0.25,3,-0.7777777777777778,True,anything else,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-0.02486803321222042,-1.0,0.01,model-11-12-2020-17:20:54-PST-5.meta,175,0.72,0.093,0.175,0.012,5
176,178,286,284,2020-11-12 23:54:35.880728+00:00,234,1.0,0.25,3,-0.7777777777777778,True,can you help pleas,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,-1.0,-0.05200000000000005,-1.0,1.0,-0.9,0.01,model-11-12-2020-17:20:54-PST-5.meta,176,0.278,0.296,0.397,0.029,5
177,179,287,285,2020-11-12 23:57:28.942041+00:00,234,1.0,0.25,3,-0.7777777777777778,True,yes pleas,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",43,hint,True,-1.0,0.46,-1.0,-0.08166111629240858,-0.9,0.11,model-11-12-2020-17:20:54-PST-5.meta,177,0.492,0.158,0.207,0.143,5
178,180,288,286,2020-11-12 23:58:38.772551+00:00,234,1.0,0.25,3,-0.7777777777777778,True,am I finding the volume,You have seen all the hints. Try your best to answer the question!,44,hint,True,-1.0,-1.0,-1.0,-0.03631975872291016,-0.9,0.11,model-11-12-2020-17:20:54-PST-5.meta,178,0.718,0.096,0.174,0.012,5
179,181,289,287,2020-11-13 00:03:09.450586+00:00,234,1.0,0.25,3,-0.7777777777777778,True,what about the lid,:),51,nothing,,-1.0,-1.0,-1.0,1.0,-0.7,0.0,model-11-12-2020-17:20:54-PST-5.meta,179,0.292,0.279,0.417,0.012,5
180,182,290,288,2020-11-13 00:06:39.894898+00:00,234,1.0,0.25,3,-0.7777777777777778,True,I give up,You have seen all the hints. Try your best to answer the question!,44,hint,,-1.0,-1.0,-1.0,-0.03631975872291016,-0.4,2.945,model-11-12-2020-17:20:54-PST-5.meta,180,0.678,0.128,0.182,0.012,5
181,185,293,290,2020-11-13 00:09:01.323037+00:00,238,1.0,0.75,1,-0.4444444444444444,True,"ok, thanks","You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,1.0,-1.0,-0.10634730232532263,-1.0,0.11,model-11-12-2020-17:20:54-PST-5.meta,181,0.377,0.084,0.066,0.473,5
182,186,294,289,2020-11-13 00:10:34.581151+00:00,238,1.0,0.75,1,-0.4444444444444444,True,so is the problem like 90 x 2 ounces?,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,-0.522,-0.434,-0.03305731158131586,-1.0,1.084,model-11-12-2020-17:20:54-PST-5.meta,182,0.87,0.044,0.046,0.04,5
183,183,291,291,2020-11-13 00:27:43.001491+00:00,235,0.0,1.0,0,-0.5,True,hello,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,True,-1.0,-1.0,-1.0,-0.2749305757176365,-0.9,0.1,model-11-12-2020-17:20:54-PST-5.meta,183,0.337,0.164,0.463,0.036,5
184,184,292,292,2020-11-13 01:07:46.222772+00:00,236,-1.0,0.0,4,0.05555555555555555,True,No thanks,:),51,nothing,True,0.3333333333333333,0.1379999999999999,-0.138,-0.06320011146530125,-0.9,4.1,model-11-12-2020-17:20:54-PST-5.meta,184,0.17,0.209,0.349,0.272,5
185,187,295,294,2020-11-13 19:46:23.168346+00:00,241,1.0,1.0,0,-0.7777777777777778,True,okay,Hm... let's keep thinking!,88,question,True,-0.6666666666666666,1.0,-1.0,-0.15501974855079234,-1.0,0.1,model-11-13-2020-19:17:09-PST-5.meta,185,0.29,0.14,0.135,0.435,5
186,188,296,295,2020-11-13 20:01:31.100234+00:00,242,1.0,1.0,0,-0.6666666666666666,True,How many chocolates do you think can fit in the box?,You’re almost there. Just keep trying!,71,encourage,,-1.0,-0.6,-1.0,1.0,-1.0,0.0,model-11-13-2020-19:17:09-PST-5.meta,186,0.276,0.3,0.392,0.032,5
187,189,297,296,2020-11-13 20:01:47.026536+00:00,242,1.0,1.0,0,-0.6666666666666666,True,How many chocolates do you think can fit in the box?,Hm... let's keep thinking!,88,question,,-1.0,-0.6,-1.0,1.0,-1.0,0.0,model-11-13-2020-19:17:09-PST-5.meta,187,0.276,0.3,0.392,0.032,5
188,63,171,297,2020-11-13 23:17:43.274420+00:00,191,0.0,-0.75,0,-0.8333333333333334,True,there are six one the bottom and three going up,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-1.0,-1.0,-0.055137458738709566,-1.0,0.09699999999999999,model-11-13-2020-19:17:09-PST-5.meta,188,0.501,0.138,0.349,0.012,5
189,190,298,298,2020-11-14 21:36:18.904601+00:00,243,1.0,-0.25,3,-0.8888888888888888,True,ok,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,1.0,-1.0,-0.10634730232532263,-1.0,3.097,model-11-14-2020-21:04:20-PST-6.meta,189,0.506,0.104,0.162,0.228,6
190,191,299,301,2020-11-15 05:00:40.770459+00:00,249,0.0,1.0,0,-0.6666666666666666,True,How much do we weigh together,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,True,0.6666666666666666,-1.0,-1.0,1.0,-1.0,0.1,model-11-14-2020-21:04:20-PST-6.meta,190,0.671,0.143,0.154,0.032,6
191,192,300,302,2020-11-15 19:52:06.180215+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,thanks,Hm... let's keep thinking!,88,question,,-0.6666666666666666,1.0,-1.0,-0.1528205347590037,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta,191,0.216,0.089,0.443,0.252,7
192,193,301,303,2020-11-15 19:56:03.854569+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,ok i forgot what length means,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,True,-0.3333333333333333,-0.29000000000000004,-1.0,1.0,-0.8,0.1,model-11-15-2020-16:24:20-PST-7.meta,192,0.197,0.199,0.571,0.033,7
193,194,302,304,2020-11-15 19:58:25.717364+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,can we brainsrorm?,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,,-0.3333333333333333,-1.0,-1.0,-0.03161267732426565,-0.8,0.0,model-11-15-2020-16:24:20-PST-7.meta,193,0.496,0.08,0.401,0.023,7
194,195,303,307,2020-11-15 19:58:56.014973+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,ok :),:),51,nothing,,-0.3333333333333333,1.0,-1.0,-0.10634730232532263,-0.8,0.0,model-11-15-2020-16:24:20-PST-7.meta,194,0.228,0.096,0.373,0.303,7
195,196,304,305,2020-11-15 20:00:42.803071+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,can we brainsrorm?,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,-0.3333333333333333,-1.0,-1.0,-0.03161267732426565,-0.6,0.0,model-11-15-2020-16:24:20-PST-7.meta,195,0.482,0.088,0.407,0.023,7
196,197,305,306,2020-11-15 20:07:21.514087+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,i am kind of stuck,:),51,nothing,,0.0,-1.0,-0.134,1.0,-0.8,0.0,model-11-15-2020-16:24:20-PST-7.meta,196,0.179,0.322,0.476,0.023,7
197,198,306,308,2020-11-15 20:07:49.125373+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,can we brainsrorm?,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,,0.0,-1.0,-1.0,-0.03161267732426565,-0.8,0.0,model-11-15-2020-16:24:20-PST-7.meta,197,0.609,0.08,0.287,0.024,7
198,199,307,299,2020-11-15 20:10:17.209912+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,can we think of somthing together?,:),51,nothing,,0.0,-1.0,-1.0,-0.025070957037865216,-0.7,0.0,model-11-15-2020-16:24:20-PST-7.meta,198,0.594,0.091,0.292,0.023,7
199,200,308,309,2020-11-15 20:11:04.456824+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,i wan't to brainstorm together,I know we can do this together. Keep thinking!,76,encourage,,0.0,-1.0,-1.0,-0.03631975872291016,-0.7,-8.0,model-11-15-2020-16:24:20-PST-7.meta,199,0.595,0.093,0.289,0.023,7
200,201,309,310,2020-11-15 21:45:34.409139+00:00,264,0.0,0.0,0,0.16666666666666666,True,i need help,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,True,0.0,0.46,-1.0,1.0,-0.9,0.1,model-11-15-2020-16:24:20-PST-7.meta,200,0.319,0.172,0.348,0.161,7
201,202,310,311,2020-11-15 21:45:53.867869+00:00,264,0.0,0.0,0,0.16666666666666666,True,i still don't know ,:),51,nothing,,0.0,-1.0,-1.0,1.0,-0.9,0.0,model-11-15-2020-16:24:20-PST-7.meta,201,0.472,0.124,0.385,0.019,7
202,203,311,312,2020-11-15 21:46:24.378535+00:00,264,0.0,0.0,0,0.16666666666666666,True,cau he,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-0.111605056058123,-0.9,0.01,model-11-15-2020-16:24:20-PST-7.meta,202,0.795,0.028,0.159,0.018,7
203,204,312,313,2020-11-15 21:48:41.758981+00:00,264,0.0,0.0,0,0.16666666666666666,True,I got it! :),:),51,nothing,True,0.0,0.244,-1.0,-0.03631975872291016,0.8,0.08700000000000001,model-11-15-2020-16:24:20-PST-7.meta,203,0.31,0.368,0.159,0.163,7
204,205,313,314,2020-11-15 21:59:22.093438+00:00,265,0.0,1.0,0,-0.6111111111111112,True,I think the answer is around 3,"Hey, let’s think this through together. I know we can do it!",78,encourage,,-1.0,-1.0,-1.0,1.0,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta,204,0.337,0.136,0.511,0.016,7
205,206,314,315,2020-11-15 21:59:33.539776+00:00,265,0.0,1.0,0,-0.6111111111111112,True,I think I got it,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,,-1.0,-1.0,-1.0,-0.025070957037865216,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta,205,0.582,0.062,0.334,0.022,7
206,207,315,316,2020-11-15 21:59:40.635573+00:00,265,0.0,1.0,0,-0.6111111111111112,True,ok,Hm... let's keep thinking!,88,question,,-0.6666666666666666,1.0,-1.0,-0.10634730232532263,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta,206,0.284,0.085,0.163,0.468,7
207,208,316,317,2020-11-15 22:00:05.554131+00:00,265,0.0,1.0,0,-0.6111111111111112,True,I got it correct,You’re almost there. Just keep trying!,71,encourage,,-0.6666666666666666,-1.0,-1.0,-0.03631975872291016,-0.9,0.0,model-11-15-2020-16:24:20-PST-7.meta,207,0.704,0.043,0.231,0.022,7
208,209,317,321,2020-11-15 22:37:09.126099+00:00,267,1.0,0.25,1,-0.7777777777777778,True,hi,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-0.29048756043794377,-0.8,0.01,model-11-15-2020-16:24:20-PST-7.meta,208,0.885,0.026,0.078,0.011,7
209,210,318,318,2020-11-15 22:37:56.713036+00:00,267,1.0,0.25,1,-0.7777777777777778,True,i still don't get it sorry,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,True,-1.0,-0.532,-1.0,1.0,-0.7,0.11,model-11-15-2020-16:24:20-PST-7.meta,209,0.573,0.147,0.261,0.019,7
210,211,319,319,2020-11-15 22:39:06.837043+00:00,267,1.0,0.25,1,-0.7777777777777778,True,then what do i do for the other places?,:),51,nothing,True,-1.0,-1.0,-1.0,1.0,-0.6,0.1,model-11-15-2020-16:24:20-PST-7.meta,210,0.579,0.149,0.259,0.013,7
211,212,320,320,2020-11-15 22:39:21.867413+00:00,267,1.0,0.25,1,-0.7777777777777778,True,?,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",43,hint,,-1.0,-1.0,-1.0,-1.0,-0.6,0.01,model-11-15-2020-16:24:20-PST-7.meta,211,0.915,0.02,0.053,0.012,7
212,213,321,300,2020-11-15 22:39:47.087077+00:00,267,1.0,0.25,1,-0.7777777777777778,True,yes i know so do i do that for the rest?,:),51,nothing,,-1.0,-0.496,-1.0,1.0,-0.6,0.0,model-11-15-2020-16:24:20-PST-7.meta,212,0.548,0.172,0.261,0.019,7
213,214,322,322,2020-11-15 22:40:06.083023+00:00,267,1.0,0.25,1,-0.7777777777777778,True,?,You have seen all the hints. Try your best to answer the question!,44,hint,,-1.0,-1.0,-1.0,-1.0,-0.6,0.01,model-11-15-2020-16:24:20-PST-7.meta,213,0.915,0.02,0.053,0.012,7
214,215,323,323,2020-11-15 22:40:12.768256+00:00,267,1.0,0.25,1,-0.7777777777777778,True,oki,You have seen all the hints. Try your best to answer the question!,44,hint,,-1.0,-1.0,-1.0,-0.4935115496733175,-0.6,0.01,model-11-15-2020-16:24:20-PST-7.meta,214,0.898,0.017,0.074,0.011,7
215,216,324,324,2020-11-15 22:42:29.541353+00:00,267,1.0,0.25,1,-0.7777777777777778,True,do i just times the height by the length?,Hm... let's keep thinking!,88,question,,-1.0,-1.0,-1.0,1.0,-0.4,0.0,model-11-15-2020-16:24:20-PST-7.meta,215,0.543,0.179,0.264,0.014,7
216,217,325,325,2020-11-15 22:42:45.026793+00:00,267,1.0,0.25,1,-0.7777777777777778,True,?,You have seen all the hints. Try your best to answer the question!,44,hint,,-1.0,-1.0,-1.0,-1.0,-0.4,0.932,model-11-15-2020-16:24:20-PST-7.meta,216,0.915,0.024,0.049,0.012,7
217,218,326,326,2020-11-15 23:15:58.950897+00:00,268,-1.0,0.75,1,-0.4444444444444444,True,I think I got this,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,-1.0,-1.0,-0.025070957037865216,-1.0,1.097,model-11-15-2020-16:24:20-PST-7.meta,217,0.61,0.079,0.263,0.048,7
218,219,327,328,2020-11-15 23:28:30.676960+00:00,269,1.0,1.0,0,-0.7222222222222222,True,how many chocolates can fit in the hight,:),51,nothing,,-1.0,-0.474,-1.0,1.0,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta,218,0.591,0.128,0.241,0.04,7
219,220,328,327,2020-11-15 23:28:40.848838+00:00,269,1.0,1.0,0,-0.7222222222222222,True,? i dont get it,I know we can do this together. Keep thinking!,76,encourage,,-1.0,-1.0,-1.0,1.0,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta,219,0.652,0.097,0.232,0.019,7
220,221,329,329,2020-11-15 23:57:29.196037+00:00,270,0.0,0.5,1,-0.6111111111111112,True,Can you give me some pointers?,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,-1.0,-1.0,1.0,-0.9,0.11,model-11-15-2020-16:24:20-PST-7.meta,220,0.753,0.074,0.155,0.018,7
221,222,330,330,2020-11-15 23:57:51.560638+00:00,270,0.0,0.5,1,-0.6111111111111112,True,Thanks,Hm... let's keep thinking!,88,question,,0.6666666666666666,1.0,-1.0,-0.1528205347590037,-1.0,0.987,model-11-15-2020-16:24:20-PST-7.meta,221,0.412,0.038,0.046,0.504,7
222,223,331,331,2020-11-16 00:05:00.731842+00:00,271,1.0,-0.25,3,-0.8888888888888888,True,What is the height? Or can you tell me hw to estimate the height?,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,1.0,-1.0,0.01,model-11-15-2020-16:24:20-PST-7.meta,222,0.675,0.091,0.223,0.011,7
223,224,332,332,2020-11-16 00:09:14.385845+00:00,271,1.0,-0.25,3,-0.8888888888888888,True,I need a hint please. ,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,0.07000000000000006,-1.0,1.0,-0.6,0.01,model-11-15-2020-16:24:20-PST-7.meta,223,0.783,0.085,0.099,0.033,7
224,225,333,334,2020-11-16 00:11:14.533517+00:00,271,1.0,-0.25,3,-0.8888888888888888,True,May I have another hint?,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,True,0.0,-1.0,-1.0,1.0,1.2,0.11,model-11-15-2020-16:24:20-PST-7.meta,224,0.472,0.4,0.106,0.022,7
225,226,334,333,2020-11-16 00:13:24.014743+00:00,271,1.0,-0.25,3,-0.8888888888888888,True,Ok Thank You!,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,0.6659999999999999,-1.0,-0.03507275024388678,-1.0,2.958,model-11-15-2020-16:24:20-PST-7.meta,225,0.83,0.027,0.043,0.1,7
226,227,335,336,2020-11-17 00:16:00.875888+00:00,272,1.0,1.0,0,-0.8888888888888888,True,ok,Hm... let's keep thinking!,88,question,,-0.3333333333333333,1.0,-1.0,-0.10634730232532263,-1.0,0.0,model-11-16-2020-20:58:20-PST-8.meta,226,0.707,0.027,0.075,0.191,8
227,231,339,337,2020-11-17 00:21:05.802149+00:00,275,0.0,0.75,0,-0.4444444444444444,True,okay,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,,-0.3333333333333333,1.0,-1.0,-0.15501974855079234,-0.8,0.0,model-11-16-2020-20:58:20-PST-8.meta,227,0.506,0.042,0.161,0.291,8
228,228,336,338,2020-11-17 00:30:23.638626+00:00,274,-1.0,0.75,1,-0.5555555555555556,True,what is the height of the box?,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,-1.0,-1.0,-1.0,1.0,-0.9,0.0,model-11-16-2020-20:58:20-PST-8.meta,228,0.484,0.067,0.435,0.014,8
229,229,337,339,2020-11-17 00:31:37.609937+00:00,274,-1.0,0.75,1,-0.5555555555555556,True,what is the height of the chocolates?,You’re super close! Let’s think about this a little more and try again.,75,encourage,,-1.0,-1.0,-1.0,1.0,-0.9,0.0,model-11-16-2020-20:58:20-PST-8.meta,229,0.484,0.067,0.435,0.014,8
230,230,338,340,2020-11-17 00:33:39.106934+00:00,274,-1.0,0.75,1,-0.5555555555555556,True,5,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,0.997,model-11-16-2020-20:58:20-PST-8.meta,230,0.827,0.014,0.139,0.02,8
231,232,340,341,2020-11-17 00:45:06.762789+00:00,276,1.0,0.5,2,-0.7777777777777778,True,fire,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-1.0,1.0,-0.21003117458941245,-1.0,1.9969999999999999,model-11-16-2020-20:58:20-PST-8.meta,231,0.89,0.026,0.058,0.026,8
232,233,341,342,2020-11-17 04:51:41.953671+00:00,280,1.0,0.75,1,-0.7222222222222222,True,How many chocolates fit along the height?,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-0.412,-1.0,1.0,-1.0,0.01,model-11-16-2020-20:58:20-PST-8.meta,232,0.822,0.04,0.119,0.019,8
233,234,342,343,2020-11-17 04:52:12.394326+00:00,280,1.0,0.75,1,-0.7222222222222222,True,Do you think the,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,-1.0,-1.0,-1.0,1.0,-1.0,0.9840000000000001,model-11-16-2020-20:58:20-PST-8.meta,233,0.864,0.041,0.084,0.011,8
234,235,343,344,2020-11-17 19:09:26.883117+00:00,284,-1.0,-0.25,4,-0.16666666666666666,True,I'm confused,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,-1.0,0.3940000000000001,1.0,-1.0,0.11,model-11-17-2020-16:55:30-PST-9.meta,234,0.545,0.169,0.264,0.022,9
235,236,344,345,2020-11-17 19:10:21.137345+00:00,284,-1.0,-0.25,4,-0.16666666666666666,True,I still don't get it,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,1.0,-1.0,0.01,model-11-17-2020-16:55:30-PST-9.meta,235,0.879,0.021,0.089,0.011,9
236,237,345,346,2020-11-17 19:11:17.536116+00:00,284,-1.0,-0.25,4,-0.16666666666666666,True,how do you calculate a volume?,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,True,0.0,-1.0,-1.0,1.0,-1.0,4.071000000000001,model-11-17-2020-16:55:30-PST-9.meta,236,0.879,0.021,0.089,0.011,9
237,267,375,350,2020-11-18 00:00:16.850632+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,hi,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-0.29048756043794377,-1.0,0.01,model-11-17-2020-20:08:59-PST-9.meta,237,0.91,0.005,0.076,0.009,9
238,268,376,347,2020-11-18 00:01:05.704146+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,i can't,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,-1.0,-1.0,-1.0,-0.022135066459460617,-0.9,0.01,model-11-17-2020-20:08:59-PST-9.meta,238,0.897,0.013,0.081,0.009,9
239,269,377,351,2020-11-18 00:03:19.973244+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,ok,Hm... let's keep thinking!,88,question,,-0.3333333333333333,1.0,-1.0,-0.10634730232532263,-0.9,0.0,model-11-17-2020-20:08:59-PST-9.meta,239,0.709,0.016,0.214,0.061,9
240,270,378,348,2020-11-18 00:03:44.819718+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,yay,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,1.0,-1.0,-0.3650360294551347,-1.0,0.01,model-11-17-2020-20:08:59-PST-9.meta,240,0.762,0.021,0.147,0.07,9
241,271,379,352,2020-11-18 00:04:44.309192+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,how do i find how much chocolates can fit inside marigold,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-0.5660000000000001,-1.0,1.0,-1.0,0.01,model-11-17-2020-20:08:59-PST-9.meta,241,0.883,0.023,0.083,0.011,9
242,272,380,349,2020-11-18 00:05:30.456849+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,i don't know,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,1.0,-0.7,0.01,model-11-17-2020-20:08:59-PST-9.meta,242,0.886,0.026,0.077,0.011,9
243,273,381,353,2020-11-18 00:05:59.221209+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,ohhh ok i get it,Think about how to calculate volume with multiplication.,28,hint,,0.0,-0.15400000000000005,-1.0,-0.03631975872291016,-0.7,4.932,model-11-17-2020-20:08:59-PST-9.meta,243,0.892,0.017,0.077,0.014,9
244,274,382,358,2020-11-18 03:26:49.611375+00:00,310,1.0,1.0,0,-0.6666666666666666,True,Ok,You can move your mouse close to the box to turn it into a chocolate!,37,hint,True,-0.6666666666666666,1.0,-1.0,-0.10634730232532263,-1.0,0.11,model-11-17-2020-20:08:59-PST-9.meta,244,0.808,0.015,0.068,0.109,9
245,275,383,354,2020-11-18 03:27:38.035068+00:00,310,1.0,1.0,0,-0.6666666666666666,True,Hi,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,-1.0,-1.0,-0.29048756043794377,-1.0,0.11,model-11-17-2020-20:08:59-PST-9.meta,245,0.979,0.005,0.005,0.011,9
246,276,384,355,2020-11-18 03:28:05.566961+00:00,310,1.0,1.0,0,-0.6666666666666666,True,Ok,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,1.0,-1.0,-0.10634730232532263,-1.0,0.11,model-11-17-2020-20:08:59-PST-9.meta,246,0.798,0.014,0.028,0.16,9
247,277,385,356,2020-11-18 03:28:14.537162+00:00,310,1.0,1.0,0,-0.6666666666666666,True,Ok,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",33,hint,True,0.3333333333333333,1.0,-1.0,-0.10634730232532263,-1.0,0.11,model-11-17-2020-20:08:59-PST-9.meta,247,0.798,0.014,0.028,0.16,9
