,index,time_stamp,user_id,grade,pre_score,adjusted_improvement,anxiety,complete,user_message,chatbot_message,hint_id,action,positive_feedback,stage,pos,neg,help,failed_attempts,reward,model_name
302,304,2020-11-15 19:58:25.717364+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,can we brainsrorm?,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,,-0.3333333333333333,-1.0,-1.0,-0.03161267732426565,-0.8,0.0,model-11-15-2020-16:24:20-PST-7.meta
303,307,2020-11-15 19:58:56.014973+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,ok :),:),51,nothing,,-0.3333333333333333,1.0,-1.0,-0.10634730232532263,-0.8,0.0,model-11-15-2020-16:24:20-PST-7.meta
304,305,2020-11-15 20:00:42.803071+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,can we brainsrorm?,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,-0.3333333333333333,-1.0,-1.0,-0.03161267732426565,-0.6,0.0,model-11-15-2020-16:24:20-PST-7.meta
305,306,2020-11-15 20:07:21.514087+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,i am kind of stuck,:),51,nothing,,0.0,-1.0,-0.134,1.0,-0.8,0.0,model-11-15-2020-16:24:20-PST-7.meta
306,308,2020-11-15 20:07:49.125373+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,can we brainsrorm?,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,,0.0,-1.0,-1.0,-0.03161267732426565,-0.8,0.0,model-11-15-2020-16:24:20-PST-7.meta
307,299,2020-11-15 20:10:17.209912+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,can we think of somthing together?,:),51,nothing,,0.0,-1.0,-1.0,-0.025070957037865216,-0.7,0.0,model-11-15-2020-16:24:20-PST-7.meta
308,309,2020-11-15 20:11:04.456824+00:00,254,-1.0,0.0,0,-0.6111111111111112,False,i wan't to brainstorm together,I know we can do this together. Keep thinking!,76,encourage,,0.0,-1.0,-1.0,-0.036319758722910156,-0.7,-8.0,model-11-15-2020-16:24:20-PST-7.meta
309,310,2020-11-15 21:45:34.409139+00:00,264,0.0,0.0,0,0.16666666666666666,True,i need help,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,True,0.0,0.45999999999999996,-1.0,1.0,-0.9,0.1,model-11-15-2020-16:24:20-PST-7.meta
310,311,2020-11-15 21:45:53.867869+00:00,264,0.0,0.0,0,0.16666666666666666,True,i still don't know ,:),51,nothing,,0.0,-1.0,-1.0,1.0,-0.9,0.0,model-11-15-2020-16:24:20-PST-7.meta
311,312,2020-11-15 21:46:24.378535+00:00,264,0.0,0.0,0,0.16666666666666666,True,cau he,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-0.11160505605812299,-0.9,0.01,model-11-15-2020-16:24:20-PST-7.meta
312,313,2020-11-15 21:48:41.758981+00:00,264,0.0,0.0,0,0.16666666666666666,True,I got it! :),:),51,nothing,True,0.0,0.244,-1.0,-0.036319758722910156,0.8,0.08700000000000001,model-11-15-2020-16:24:20-PST-7.meta
313,314,2020-11-15 21:59:22.093438+00:00,265,0.0,1.0,0,-0.6111111111111112,True,I think the answer is around 3,"Hey, let’s think this through together. I know we can do it!",78,encourage,,-1.0,-1.0,-1.0,1.0,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta
314,315,2020-11-15 21:59:33.539776+00:00,265,0.0,1.0,0,-0.6111111111111112,True,I think I got it,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,,-1.0,-1.0,-1.0,-0.025070957037865216,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta
315,316,2020-11-15 21:59:40.635573+00:00,265,0.0,1.0,0,-0.6111111111111112,True,ok,Hm... let's keep thinking!,88,question,,-0.6666666666666666,1.0,-1.0,-0.10634730232532263,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta
316,317,2020-11-15 22:00:05.554131+00:00,265,0.0,1.0,0,-0.6111111111111112,True,I got it correct,You’re almost there. Just keep trying!,71,encourage,,-0.6666666666666666,-1.0,-1.0,-0.036319758722910156,-0.9,0.0,model-11-15-2020-16:24:20-PST-7.meta
317,321,2020-11-15 22:37:09.126099+00:00,267,1.0,0.25,1,-0.7777777777777778,True,hi,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-0.29048756043794377,-0.8,0.01,model-11-15-2020-16:24:20-PST-7.meta
318,318,2020-11-15 22:37:56.713036+00:00,267,1.0,0.25,1,-0.7777777777777778,True,i still don't get it sorry,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,True,-1.0,-0.532,-1.0,1.0,-0.7,0.11,model-11-15-2020-16:24:20-PST-7.meta
319,319,2020-11-15 22:39:06.837043+00:00,267,1.0,0.25,1,-0.7777777777777778,True,then what do i do for the other places?,:),51,nothing,True,-1.0,-1.0,-1.0,1.0,-0.6,0.1,model-11-15-2020-16:24:20-PST-7.meta
320,320,2020-11-15 22:39:21.867413+00:00,267,1.0,0.25,1,-0.7777777777777778,True,?,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",43,hint,,-1.0,-1.0,-1.0,-1.0,-0.6,0.01,model-11-15-2020-16:24:20-PST-7.meta
321,300,2020-11-15 22:39:47.087077+00:00,267,1.0,0.25,1,-0.7777777777777778,True,yes i know so do i do that for the rest?,:),51,nothing,,-1.0,-0.496,-1.0,1.0,-0.6,0.0,model-11-15-2020-16:24:20-PST-7.meta
322,322,2020-11-15 22:40:06.083023+00:00,267,1.0,0.25,1,-0.7777777777777778,True,?,You have seen all the hints. Try your best to answer the question!,44,hint,,-1.0,-1.0,-1.0,-1.0,-0.6,0.01,model-11-15-2020-16:24:20-PST-7.meta
323,323,2020-11-15 22:40:12.768256+00:00,267,1.0,0.25,1,-0.7777777777777778,True,oki,You have seen all the hints. Try your best to answer the question!,44,hint,,-1.0,-1.0,-1.0,-0.49351154967331745,-0.6,0.01,model-11-15-2020-16:24:20-PST-7.meta
324,324,2020-11-15 22:42:29.541353+00:00,267,1.0,0.25,1,-0.7777777777777778,True,do i just times the height by the length?,Hm... let's keep thinking!,88,question,,-1.0,-1.0,-1.0,1.0,-0.4,0.0,model-11-15-2020-16:24:20-PST-7.meta
325,325,2020-11-15 22:42:45.026793+00:00,267,1.0,0.25,1,-0.7777777777777778,True,?,You have seen all the hints. Try your best to answer the question!,44,hint,,-1.0,-1.0,-1.0,-1.0,-0.4,0.9319999999999999,model-11-15-2020-16:24:20-PST-7.meta
326,326,2020-11-15 23:15:58.950897+00:00,268,-1.0,0.75,1,-0.4444444444444444,True,I think I got this,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,-1.0,-1.0,-0.025070957037865216,-1.0,1.097,model-11-15-2020-16:24:20-PST-7.meta
327,328,2020-11-15 23:28:30.676960+00:00,269,1.0,1.0,0,-0.7222222222222222,True,how many chocolates can fit in the hight,:),51,nothing,,-1.0,-0.474,-1.0,1.0,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta
328,327,2020-11-15 23:28:40.848838+00:00,269,1.0,1.0,0,-0.7222222222222222,True,? i dont get it,I know we can do this together. Keep thinking!,76,encourage,,-1.0,-1.0,-1.0,1.0,-1.0,0.0,model-11-15-2020-16:24:20-PST-7.meta
329,329,2020-11-15 23:57:29.196037+00:00,270,0.0,0.5,1,-0.6111111111111112,True,Can you give me some pointers?,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,-1.0,-1.0,1.0,-0.9,0.11,model-11-15-2020-16:24:20-PST-7.meta
330,330,2020-11-15 23:57:51.560638+00:00,270,0.0,0.5,1,-0.6111111111111112,True,Thanks,Hm... let's keep thinking!,88,question,,0.6666666666666666,1.0,-1.0,-0.1528205347590037,-1.0,0.987,model-11-15-2020-16:24:20-PST-7.meta
331,331,2020-11-16 00:05:00.731842+00:00,271,1.0,-0.25,3,-0.8888888888888888,True,What is the height? Or can you tell me hw to estimate the height?,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,1.0,-1.0,0.01,model-11-15-2020-16:24:20-PST-7.meta
332,332,2020-11-16 00:09:14.385845+00:00,271,1.0,-0.25,3,-0.8888888888888888,True,I need a hint please. ,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,0.07000000000000006,-1.0,1.0,-0.6,0.01,model-11-15-2020-16:24:20-PST-7.meta
333,334,2020-11-16 00:11:14.533517+00:00,271,1.0,-0.25,3,-0.8888888888888888,True,May I have another hint?,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,True,0.0,-1.0,-1.0,1.0,1.2,0.11,model-11-15-2020-16:24:20-PST-7.meta
334,333,2020-11-16 00:13:24.014743+00:00,271,1.0,-0.25,3,-0.8888888888888888,True,Ok Thank You!,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,0.6659999999999999,-1.0,-0.035072750243886786,-1.0,2.9579999999999997,model-11-15-2020-16:24:20-PST-7.meta
335,336,2020-11-17 00:16:00.875888+00:00,272,1.0,1.0,0,-0.8888888888888888,True,ok,Hm... let's keep thinking!,88,question,,-0.3333333333333333,1.0,-1.0,-0.10634730232532263,-1.0,0.0,model-11-16-2020-20:58:20-PST-8.meta
336,338,2020-11-17 00:30:23.638626+00:00,274,-1.0,0.75,1,-0.5555555555555556,True,what is the height of the box?,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,-1.0,-1.0,-1.0,1.0,-0.9,0.0,model-11-16-2020-20:58:20-PST-8.meta
337,339,2020-11-17 00:31:37.609937+00:00,274,-1.0,0.75,1,-0.5555555555555556,True,what is the height of the chocolates?,You’re super close! Let’s think about this a little more and try again.,75,encourage,,-1.0,-1.0,-1.0,1.0,-0.9,0.0,model-11-16-2020-20:58:20-PST-8.meta
338,340,2020-11-17 00:33:39.106934+00:00,274,-1.0,0.75,1,-0.5555555555555556,True,5,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,0.997,model-11-16-2020-20:58:20-PST-8.meta
339,337,2020-11-17 00:21:05.802149+00:00,275,0.0,0.75,0,-0.4444444444444444,True,okay,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,,-0.3333333333333333,1.0,-1.0,-0.15501974855079237,-0.8,0.0,model-11-16-2020-20:58:20-PST-8.meta
340,341,2020-11-17 00:45:06.762789+00:00,276,1.0,0.5,2,-0.7777777777777778,True,fire,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-1.0,1.0,-0.21003117458941245,-1.0,1.997,model-11-16-2020-20:58:20-PST-8.meta
341,342,2020-11-17 04:51:41.953671+00:00,280,1.0,0.75,1,-0.7222222222222222,True,How many chocolates fit along the height?,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-0.41200000000000003,-1.0,1.0,-1.0,0.01,model-11-16-2020-20:58:20-PST-8.meta
342,343,2020-11-17 04:52:12.394326+00:00,280,1.0,0.75,1,-0.7222222222222222,True,Do you think the,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,-1.0,-1.0,-1.0,1.0,-1.0,0.984,model-11-16-2020-20:58:20-PST-8.meta
343,344,2020-11-17 19:09:26.883117+00:00,284,-1.0,-0.25,4,-0.16666666666666666,True,I'm confused,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,-1.0,0.39400000000000013,1.0,-1.0,0.11,model-11-17-2020-16:55:30-PST-9.meta
344,345,2020-11-17 19:10:21.137345+00:00,284,-1.0,-0.25,4,-0.16666666666666666,True,I still don't get it,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,1.0,-1.0,0.01,model-11-17-2020-16:55:30-PST-9.meta
345,346,2020-11-17 19:11:17.536116+00:00,284,-1.0,-0.25,4,-0.16666666666666666,True,how do you calculate a volume?,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,True,0.0,-1.0,-1.0,1.0,-1.0,4.071,model-11-17-2020-16:55:30-PST-9.meta
346,368,2020-11-18 22:49:33.062707+00:00,285,0.0,1.0,0,-0.3333333333333333,True,how can we find the chocalate,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-1.0,-1.0,1.0,-1.0,0.097,model-11-18-2020-19:04:08-PST-10.meta
347,370,2020-11-18 23:49:26.066826+00:00,286,-1.0,0.0,0,-1.0,True,,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-1.0,-1.0,-1.0,-0.8,0.11,model-11-18-2020-19:04:08-PST-10.meta
348,371,2020-11-18 23:51:39.516876+00:00,286,-1.0,0.0,0,-1.0,True,I'm stuck,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,True,-1.0,-1.0,0.3340000000000001,1.0,-0.6,0.11,model-11-18-2020-19:04:08-PST-10.meta
349,369,2020-11-18 23:55:20.697905+00:00,286,-1.0,0.0,0,-1.0,True,Can you help me,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,-0.3333333333333333,-0.052000000000000046,-1.0,1.0,-0.8,0.01,model-11-18-2020-19:04:08-PST-10.meta
350,372,2020-11-18 23:59:34.303460+00:00,286,-1.0,0.0,0,-1.0,True,"I NEED A HINT,PLEASE!",:),51,nothing,,0.0,-1.0,-1.0,1.0,-0.2,0.0,model-11-18-2020-19:04:08-PST-10.meta
351,373,2020-11-18 23:59:50.935337+00:00,286,-1.0,0.0,0,-1.0,True,Ummmmm,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-1.0,-0.2,0.01,model-11-18-2020-19:04:08-PST-10.meta
352,374,2020-11-19 00:01:06.182057+00:00,286,-1.0,0.0,0,-1.0,True,uh still have major prob,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,-0.0591943997065032,-0.1,0.01,model-11-18-2020-19:04:08-PST-10.meta
353,375,2020-11-19 00:02:39.787334+00:00,286,-1.0,0.0,0,-1.0,True,I.,:),51,nothing,,0.0,-1.0,-1.0,-0.036319758722910156,0.9,0.0,model-11-18-2020-19:04:08-PST-10.meta
354,376,2020-11-19 00:02:45.183312+00:00,286,-1.0,0.0,0,-1.0,True,Can't,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,-0.022135066459460617,0.9,0.01,model-11-18-2020-19:04:08-PST-10.meta
355,377,2020-11-19 00:04:12.865273+00:00,286,-1.0,0.0,0,-1.0,True,22,Think about how to calculate volume with multiplication.,28,hint,,0.0,-1.0,-1.0,-1.0,0.9,0.01,model-11-18-2020-19:04:08-PST-10.meta
356,378,2020-11-19 00:04:43.402734+00:00,286,-1.0,0.0,0,-1.0,True,+22,Area = Length x Width = 6 x 5 = 30,45,hint,,0.0,-1.0,-1.0,-1.0,0.9,0.01,model-11-18-2020-19:04:08-PST-10.meta
357,379,2020-11-19 00:04:49.759896+00:00,286,-1.0,0.0,0,-1.0,True,=44,Putting them together:,30,hint,,0.0,-1.0,-1.0,-1.0,0.9,0.01,model-11-18-2020-19:04:08-PST-10.meta
358,380,2020-11-19 00:05:43.700267+00:00,286,-1.0,0.0,0,-1.0,True,18+18=36,You have seen all the hints. Try your best to answer the question!,44,hint,,0.0,-1.0,-1.0,-1.0,0.9,0.01,model-11-18-2020-19:04:08-PST-10.meta
359,381,2020-11-19 00:07:24.754700+00:00,286,-1.0,0.0,0,-1.0,True,"U told me the answer already,Rainbow Glitter Yeti","To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-1.0,-1.0,1.0,-1.0,-0.133,model-11-18-2020-19:04:08-PST-10.meta
360,382,2020-11-19 01:29:10.097496+00:00,290,-1.0,-0.25,3,-0.6111111111111112,True,i need help,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,0.45999999999999996,-1.0,1.0,-0.9,0.01,model-11-18-2020-19:04:08-PST-10.meta
361,384,2020-11-19 01:31:28.515784+00:00,290,-1.0,-0.25,3,-0.6111111111111112,True,Help!!!!!!!!!!!!!,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,1.0,-1.0,0.01,model-11-18-2020-19:04:08-PST-10.meta
362,385,2020-11-19 01:33:44.737710+00:00,290,-1.0,-0.25,3,-0.6111111111111112,True,hint plz,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,0.1299999999999999,-1.0,1.0,-0.9,0.01,model-11-18-2020-19:04:08-PST-10.meta
363,383,2020-11-19 01:35:44.711611+00:00,290,-1.0,-0.25,3,-0.6111111111111112,True,still dont get it,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,1.0,-0.8,2.9579999999999997,model-11-18-2020-19:04:08-PST-10.meta
364,387,2020-11-19 02:00:10.378031+00:00,292,-1.0,0.0,3,-0.7222222222222222,True,hmm,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-1.0,-1.0,-0.24409562093041037,-1.0,0.11,model-11-18-2020-19:04:08-PST-10.meta
365,388,2020-11-19 02:00:27.944917+00:00,292,-1.0,0.0,3,-0.7222222222222222,True,lets see,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,True,-1.0,-1.0,-1.0,-0.05808197779381097,-1.0,0.11,model-11-18-2020-19:04:08-PST-10.meta
366,389,2020-11-19 02:03:20.363696+00:00,292,-1.0,0.0,3,-0.7222222222222222,True,what method should I use?,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,1.0,-0.9,0.01,model-11-18-2020-19:04:08-PST-10.meta
367,390,2020-11-19 02:03:59.612279+00:00,292,-1.0,0.0,3,-0.7222222222222222,True,hmm,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,-0.24409562093041037,-0.9,0.01,model-11-18-2020-19:04:08-PST-10.meta
368,391,2020-11-19 02:04:43.394123+00:00,292,-1.0,0.0,3,-0.7222222222222222,True,do you use addition?,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,1.0,-0.8,0.01,model-11-18-2020-19:04:08-PST-10.meta
369,392,2020-11-19 02:06:21.000448+00:00,292,-1.0,0.0,3,-0.7222222222222222,True,hmm,Think about how to calculate volume with multiplication.,28,hint,,0.0,-1.0,-1.0,-0.24409562093041037,-0.5,2.932,model-11-18-2020-19:04:08-PST-10.meta
370,393,2020-11-19 02:14:50.162140+00:00,294,-1.0,0.0,0,-0.8888888888888888,True,ok,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,1.0,-1.0,-0.10634730232532263,-0.8,-0.003000000000000001,model-11-18-2020-19:04:08-PST-10.meta
371,397,2020-11-19 20:49:37.001420+00:00,300,1.0,0.75,1,-0.6666666666666666,True,okay,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,1.0,-1.0,-0.15501974855079237,-1.0,1.097,model-11-19-2020-17:45:14-PST-11.meta
372,394,2020-11-19 20:15:01.456673+00:00,301,0.0,0.0,0,0.0,True,ok,You can move your mouse close to the box to turn it into a chocolate!,37,hint,True,-0.6666666666666666,1.0,-1.0,-0.10634730232532263,-0.9,0.11,model-11-19-2020-17:45:14-PST-11.meta
373,395,2020-11-19 20:17:01.528109+00:00,301,0.0,0.0,0,0.0,True,2+3=,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-1.0,-1.0,0.01,model-11-19-2020-17:45:14-PST-11.meta
374,396,2020-11-19 20:18:36.782620+00:00,301,0.0,0.0,0,0.0,True,15x6,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,-1.0,-1.0,-0.029000000000000005,model-11-19-2020-17:45:14-PST-11.meta
375,350,2020-11-18 00:00:16.850632+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,hi,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-0.29048756043794377,-1.0,0.01,model-11-17-2020-20:08:59-PST-9.meta
376,347,2020-11-18 00:01:05.704146+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,i can't,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,-1.0,-1.0,-1.0,-0.022135066459460617,-0.9,0.01,model-11-17-2020-20:08:59-PST-9.meta
377,351,2020-11-18 00:03:19.973244+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,ok,Hm... let's keep thinking!,88,question,,-0.3333333333333333,1.0,-1.0,-0.10634730232532263,-0.9,0.0,model-11-17-2020-20:08:59-PST-9.meta
378,348,2020-11-18 00:03:44.819718+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,yay,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,1.0,-1.0,-0.3650360294551347,-1.0,0.01,model-11-17-2020-20:08:59-PST-9.meta
379,352,2020-11-18 00:04:44.309192+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,how do i find how much chocolates can fit inside marigold,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-0.5660000000000001,-1.0,1.0,-1.0,0.01,model-11-17-2020-20:08:59-PST-9.meta
380,349,2020-11-18 00:05:30.456849+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,i don't know,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,1.0,-0.7,0.01,model-11-17-2020-20:08:59-PST-9.meta
381,353,2020-11-18 00:05:59.221209+00:00,306,-1.0,-0.25,5,-0.4444444444444444,True,ohhh ok i get it,Think about how to calculate volume with multiplication.,28,hint,,0.0,-0.15400000000000003,-1.0,-0.036319758722910156,-0.7,4.9319999999999995,model-11-17-2020-20:08:59-PST-9.meta
382,358,2020-11-18 03:26:49.611375+00:00,310,1.0,1.0,0,-0.6666666666666666,True,Ok,You can move your mouse close to the box to turn it into a chocolate!,37,hint,True,-0.6666666666666666,1.0,-1.0,-0.10634730232532263,-1.0,0.11,model-11-17-2020-20:08:59-PST-9.meta
383,354,2020-11-18 03:27:38.035068+00:00,310,1.0,1.0,0,-0.6666666666666666,True,Hi,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,-1.0,-1.0,-0.29048756043794377,-1.0,0.11,model-11-17-2020-20:08:59-PST-9.meta
384,355,2020-11-18 03:28:05.566961+00:00,310,1.0,1.0,0,-0.6666666666666666,True,Ok,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,1.0,-1.0,-0.10634730232532263,-1.0,0.11,model-11-17-2020-20:08:59-PST-9.meta
385,356,2020-11-18 03:28:14.537162+00:00,310,1.0,1.0,0,-0.6666666666666666,True,Ok,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",33,hint,True,0.3333333333333333,1.0,-1.0,-0.10634730232532263,-1.0,0.11,model-11-17-2020-20:08:59-PST-9.meta
386,357,2020-11-18 03:28:35.365056+00:00,310,1.0,1.0,0,-0.6666666666666666,True,Well thankyou,Hm... let's keep thinking!,88,question,True,0.6666666666666666,0.3540000000000001,-1.0,-0.08473218829920204,-1.0,0.048,model-11-17-2020-20:08:59-PST-9.meta
387,386,2020-11-19 01:49:27.854727+00:00,311,-1.0,1.0,0,-1.0,True,hint,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,-0.3333333333333333,-1.0,-1.0,1.0,-0.6,-0.003000000000000001,model-11-18-2020-19:04:08-PST-10.meta
388,359,2020-11-18 04:00:18.909028+00:00,312,0.0,0.5,2,-1.0,True,"hmm chloconut, I don't really get this problem. can you help me?",You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-0.6439999999999999,-0.544,1.0,-0.8,0.01,model-11-17-2020-20:08:59-PST-9.meta
389,360,2020-11-18 04:01:02.817647+00:00,312,0.0,0.5,2,-1.0,True,I know ,"The sooner we finish, the sooner we can cross the river on that boat! Let’s get to it!",86,encourage,,-1.0,-1.0,-1.0,1.0,-0.8,0.0,model-11-17-2020-20:08:59-PST-9.meta
390,361,2020-11-18 04:01:08.599915+00:00,312,0.0,0.5,2,-1.0,True,ok!,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,-1.0,1.0,-1.0,-0.10634730232532263,-0.8,0.01,model-11-17-2020-20:08:59-PST-9.meta
391,362,2020-11-18 04:01:14.009253+00:00,312,0.0,0.5,2,-1.0,True,ok,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",43,hint,True,-1.0,1.0,-1.0,-0.10634730232532263,-0.8,0.11,model-11-17-2020-20:08:59-PST-9.meta
392,363,2020-11-18 04:01:38.531435+00:00,312,0.0,0.5,2,-1.0,True,yes chloconut I found out that,You have seen all the hints. Try your best to answer the question!,44,hint,True,-1.0,-0.19400000000000006,-1.0,-0.036319758722910156,-0.8,0.11,model-11-17-2020-20:08:59-PST-9.meta
393,364,2020-11-18 04:01:47.231828+00:00,312,0.0,0.5,2,-1.0,True,ok,You have seen all the hints. Try your best to answer the question!,44,hint,True,-1.0,1.0,-1.0,-0.10634730232532263,-0.8,0.11,model-11-17-2020-20:08:59-PST-9.meta
394,365,2020-11-18 04:02:55.174935+00:00,312,0.0,0.5,2,-1.0,True,ok,You have seen all the hints. Try your best to answer the question!,44,hint,True,-1.0,1.0,-1.0,-0.10634730232532263,-0.6,0.11,model-11-17-2020-20:08:59-PST-9.meta
395,366,2020-11-18 04:04:40.572371+00:00,312,0.0,0.5,2,-1.0,True,I know now!,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,1.0,-1.0,0.01,model-11-17-2020-20:08:59-PST-9.meta
396,367,2020-11-18 04:04:54.909070+00:00,312,0.0,0.5,2,-1.0,True,we will get across the river in no time!,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,True,0.0,-1.0,-0.524,-0.03161267732426565,-1.0,2.006,model-11-17-2020-20:08:59-PST-9.meta
397,400,2020-11-19 23:50:10.014860+00:00,313,-1.0,0.5,1,-0.3888888888888889,True,what do i do,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,1.0,-1.0,0.01,model-11-19-2020-17:45:14-PST-11.meta
398,401,2020-11-19 23:50:18.028054+00:00,313,-1.0,0.5,1,-0.3888888888888889,True,thx,I love a good challenge. Let’s regroup and think about this some more.,82,encourage,,-1.0,1.0,-1.0,-0.44500866135661876,-1.0,0.0,model-11-19-2020-17:45:14-PST-11.meta
